id,name,type,region,city,matched_on,status
"5af1b662-3df1-4cba-9cb5-0a734f977119","Adwa Victory Memorial Museum Complex","both","Tigray","Adwa","adwa","RESOLVED"
"5afedf5a-519c-499c-a3b0-53185c958ccb","Doho Lodge VIP Thermal Cabins","city_only","Afar","Awash","doho-lodge","RESOLVED"
"5cd06f1e-246b-45de-83c0-eb514220953d","Mount Zuqualla Volcano Hike","both","Oromia","Dendi","mount zuqualla","RESOLVED"
"5d921774-ceec-4ab6-a275-7690aeb0b27e","Haile Resort Executive Lake Suites","both","Sidama","Hawassa","lake hawassa","RESOLVED"
"5d9ef771-8180-47d4-a853-033b16c8afcc","Getfam Hotel Public Halls","both","Addis Ababa","Kirkos","getfam hotel","RESOLVED"
"5f5585e6-4710-44c9-8369-baa9e4fdcf27","Choke Mountain Biodiversity Reserve","city_only","Amhara","Debre Markos","choke mountain","RESOLVED"
"5f9562e4-b3c9-4bf8-83d5-2fd9438b81d6","Nechisar National Park Plains (Burchells Zebras)","both","South Ethiopia Regional State","Arba Minch","nechisar","RESOLVED"
"5fa1edbf-7d4f-45ab-b6dc-5a2e5ee4a93c","Gishen Debre Kerbe Monastery","city_only","Amhara","Wollo","gishen","RESOLVED"
"602a0fe7-98e5-404f-bc7a-fc47fa238002","Woranso-Mille Paleontological Site","both","Afar","Semera","woranso-mille","RESOLVED"
"613a9429-d256-4600-870e-cd8b1b384c56","Lake Langano Windsurfing & Water Skiing Hub","city_only","Oromia","Langano","windsurfing","RESOLVED"
"6151ba43-5bd7-426d-b383-1c0829462d6a","Wukro Chirkos Carved Stone Facade","both","Tigray","Wukro","wukro","RESOLVED"
"61555a68-11c8-46fb-a17a-081fce0da812","Battlefield of Adwa Historic Sites","both","Tigray","Adwa","adwa","RESOLVED"
"616d3f0e-89e1-4a53-a515-bde34ae4850e","Metekel Gumuz Farming Hamlets","both","Benishangul-Gumuz","Assosa","benishangul","RESOLVED"
"6224fdbb-385c-4de0-87b1-89ae8b3c8c8d","Mount Zuqualla Crater Rim","city_only","Oromia","Dendi","zuqualla","RESOLVED"
"62526dc5-8e94-402f-8757-6fbde7a110b5","Yeha Church of Abuna Aftse","both","Tigray","Yeha","yeha","RESOLVED"
"6300931c-3ab6-41a6-a793-9355a0a6e2ee","Saint George Cathedral Public Grounds","both","Addis Ababa","Addis Ketema","saint george","RESOLVED"
"634b65cc-17fe-48ab-b8d8-769b46401d23","Lake Tana Biosphere Reserve Visitor Center","city_only","Amhara","Bahir Dar Special Zone","lake-tana","RESOLVED"
"63cb91a4-40f3-4d29-8826-9a9ccb44c13e","Lake Ziway Debre Sina Island Ferry Point","both","Oromia","East Shewa","lake ziway","RESOLVED"
"646cceb9-9b24-49e2-a445-d976da182723","Aregash Natura Lodge Luxury Huts","both","Sidama","Hawassa","sidama","RESOLVED"
"64d79049-824e-447d-9295-528cf0dc2f80","Tendaho Sugar Cane Estate","city_only","Afar","Tendaho","tendaho","RESOLVED"
"65fd1b83-514b-4f10-bac4-f4e88a03070d","Lake Abbe Limestone Salt Chimneys at Dawn","city_only","Afar","Asaita","lake-abbe","RESOLVED"
"67381361-9a08-442c-9655-5cc9a90c8b21","Grand Palace Hotel VIP Wing","both","Addis Ababa","Kirkos","grand palace hotel","RESOLVED"
"678d89b2-b8f0-4a2f-ad3d-21937a7c8736","Afar Middle Awash Research Sites","both","Oromia","Awash","awash","RESOLVED"
"681816d7-79d7-42dc-86c0-e89153f648d1","Gore Forest Canopy Expedition","both","Oromia","Gore","gore","RESOLVED"
"68c81bcb-2cd5-4830-9433-6a3f16984144","Magdala (Amba Mariam) Ruined Fortress Hill","both","Amhara","Dessie","magdala","RESOLVED"
"6a0a01d1-4ae2-4473-9fc1-30f6ff672ace","Nyangatom Omo River Crossing","both","South Ethiopia Regional State","Omorate","nyangatom","RESOLVED"
"6ad09a0a-e179-4659-9ef9-48f0f8842ff8","Choke Mountains Eco-Community Lodges","city_only","Amhara","Debre Markos","choke mountain","RESOLVED"
"6af5fcaf-0f7a-422f-afb4-eb3c92075ab9","Adwa Victory Memorial Complex & Auditorium","both","Tigray","Adwa","adwa","RESOLVED"
"6b48558c-8f66-48e5-8256-390af4262692","Danakil Depression Dark-Sky Reserve","city_only","Afar","Dallol","danakil","RESOLVED"
"6b9a30c3-642e-4887-a787-4fe997a4c982","Gore Community Library & School Projects","both","Oromia","Gore","gore","RESOLVED"
"6beae27e-b640-4eab-8dc6-9cbe62a15b7b","Afar Nomadic Pastoralist Settlements","both","Afar","Dallol","hamadela","RESOLVED"
"6bfc2bf6-f880-4626-86b6-f40bbd334847","Limmu Coffee Farm Estates","city_only","Oromia","Jimma","limmu","RESOLVED"
"6ca8c5a6-0df2-4901-bb9d-bd3ddc8c1e40","Lake Ziway Waterbird Conservation Projects","both","Oromia","East Shewa","lake ziway","RESOLVED"
"6ceaf39e-da7e-4e79-8097-f606b29cf7f6","Simien Mountains Ultra-Marathon Trail","city_only","Amhara","Debark","simien mountains","RESOLVED"
"6d1ff157-30a7-4e30-a84b-3e6902657388","Menz Guassa Community Conservation Volunteer Base","city_only","Amhara","North Shewa","guassa","RESOLVED"
"6e30a166-b1cf-4a6d-8ba8-b290c765f9c8","Lake Besaka Hydrological Phenomenon Site","both","Oromia","Metehara","lake besaka","RESOLVED"
"6ed10846-8977-4147-8645-539cc1aa8ac0","Chelba Tutiti Megalithic Burial Site","both","South Ethiopia Regional State","Wolaita Sodo","chelba tutiti","RESOLVED"
"6ed137e6-b2fb-45de-a9cb-632d60b3e26e","Aksum Stelae Field Perimeter Walk","both","Tigray","Axum","aksum","RESOLVED"
"6ee3278a-2bde-4a93-ad42-b5292b25b6f9","Borena Plain Astronomy Observation Sites","both","Oromia","Yabēlo","borena","RESOLVED"
"6eec3cd6-0847-4e46-979d-28b1aa86c20a","Lake Tana Islands Bird Sanctuaries","both","Amhara","Bahir Dar Special Zone","lake tana","RESOLVED"
"70d891ea-fc2f-47a2-9747-c78f8fc3249a","Mount Guna Ridge Dark-Sky Site","both","Amhara","Debre Tabor","mount guna","RESOLVED"
"717107ce-f6a3-4b16-a798-5e52ff9e657c","Gurage Enset Agro-Forestry Farms","both","Central Ethiopia Regional State","Welkite","gurage","RESOLVED"
"71853a5b-2c2e-416d-803e-b4bb670de0ac","Hararghe Khat & Coffee Terrace Farms","both","Harar","Harar","hararghe","RESOLVED"
"72959167-72a6-43cf-af90-6344ccf7430c","Soro Rural Agricultural Communities","both","Central Ethiopia Regional State","Hosaina","hadiya","RESOLVED"
"72e9f520-f4ea-4bac-8419-6688f25a6966","Lake Langano Watersports & Windsurfing","city_only","Oromia","Arsi Negelle","rift-valley","RESOLVED"
"739a8b04-9360-4442-8326-c61ffe7de64f","Babile Rock Formations","both","Somali","Jijiga","babile","RESOLVED"
"73ac5648-8a44-493e-81ad-74bd712adc6f","Lake Chamo Boat Safari Launch Point","city_only","South Ethiopia Regional State","Arba Minch","arba-minch","RESOLVED"
"747633e2-2aaa-42a2-a116-d54d3b9aa7ad","Lake Logipi / Afar Wetland Systems","both","Afar","Semera","logipi","RESOLVED"
"75629099-8287-4f41-8c1b-fceb18999bf1","Entoto Space Science Research Center & Observatory","both","Addis Ababa","Gulale","entoto","RESOLVED"
"758d3678-744c-4d4d-baaa-3160b2116e1b","Wonchi Crater Rim Agro-Villages","both","Oromia","Wenchi","wonchi","RESOLVED"
"75ce2351-c396-401e-9d0d-7d041e2524c4","Unity Park Imperial Dining Hall & Tea House","both","Addis Ababa","Kirkos","unity park","RESOLVED"
"76af50a0-f47f-40a6-85f9-379922cf2cbd","Arsi Dairy & Wheat Farming Estates","both","Oromia","Asella","arsi","RESOLVED"
"7763645c-ba1d-43f1-9056-1945753f1978","Lake Chew Bahir Fringe (Desert Wildlife)","both","South Ethiopia Regional State","Konso","chew bahir","RESOLVED"
"77ce857f-7bfb-4c7c-be3e-e5794e34a3b0","Blue Nile Gorge Whitewater Rafting / Trekking","both","Amhara","Debre Markos","blue nile gorge","RESOLVED"
"77d50b88-c513-48e5-bd4b-5884529a42aa","Choke Mountain Agro-Eco Trekking Loop","city_only","Amhara","Debre Markos","choke mountain","RESOLVED"
"791fd2e8-d352-4ff4-be89-1f21f63ab7d2","Kuriftu Resort & Spa Bishoftu","both","Oromia","Bishoftu","bishoftu","RESOLVED"
"7978eafa-3e91-4915-ab4e-415ca2e10beb","Simien Mountains Conservation Project Camps","city_only","Amhara","Debark","simien mountains","RESOLVED"
"79edb245-2330-4d30-a972-eb648227b2df","Gishen Pharmacy Coffee Plantation Estate","both","Amhara","Wollo","gishen","RESOLVED"
"7a00111b-9a60-4113-8a08-3fec28046725","Battlefield of Anchem","both","Amhara","Ankober","anchem","RESOLVED"
"7a5e0fe6-3e60-4db5-8eff-b9547c1883fd","West Shewa Agro-Forestry Villages","both","Oromia","Ambo","ambo","RESOLVED"
"7afecfb4-d229-4c76-9edd-ba490b0355ed","Kafa Biosphere Original Wild Coffee Forest","both","South West Ethiopia Peoples","Bonga","kafa biosphere","RESOLVED"
"7b23982e-4363-4a29-96c7-5b3f00898229","Chorora Fossil Site","both","Afar","Semera","chorora","RESOLVED"
"7bacf781-a26b-46a8-81e1-b12eeb816990","Lake Chamo Crocodile Market & Nature Reserve","city_only","South Ethiopia Regional State","Arba Minch","chamo","RESOLVED"
"7bcbed40-6495-4be9-aa57-c74b340efdbc","Debre Bizen Historic Connections / Border Monasteries","both","Tigray","Axum","debre bizen","RESOLVED"
"7cd80dc4-e5d4-47a6-8b1b-cd4b8b4252b9","Best Western Plus Pearl Spa Hub","both","Addis Ababa","Bole","best western","RESOLVED"
"7cf3597a-13a5-40f2-abad-ed22febf9b77","Lake Besaka Submerged Ghost Villages","both","Oromia","Metehara","lake besaka","RESOLVED"
"7d01281b-5acf-4850-90d2-74d00c1829cc","Simien Mountains (Gelada Baboons & Walia Ibex)","city_only","Amhara","Debark","simien mountains","RESOLVED"
"7db7e03a-a831-40a0-8d2f-d4e9b43af733","Awi Agew Cultural Region","both","Amhara","Injibara","injibara","RESOLVED"
"7de8f2d0-cea7-417d-8616-bf91e2ed6c2b","Kafa Biosphere Reserve (Wild Primates & Forest Birds)","both","South West Ethiopia Peoples","Bonga","kafa biosphere","RESOLVED"
"7f03a0a7-5543-4810-af24-c9738cd35f15","Shashemene Rastafarian Handicraft Shops","city_only","Oromia","Shashemene","shashemene","RESOLVED"
"7f7941de-606d-41f2-9784-a581d6b3a775","Alatish National Park (Lions & African Leopards)","city_only","Amhara","Alatish","alatish","RESOLVED"
"8009a153-ae22-4577-b206-fd7f5242770c","Melka Wakena Reservoir Boating Point","city_only","Oromia","Bale","melka-wakena","RESOLVED"
"808ac17a-9ec9-46a4-b8bf-91d7a9709b08","Dati Wolel National Park (Waterfowl & Primates)","both","Benishangul-Gumuz","Assosa","dati wolel","RESOLVED"
"80f516ce-6570-467e-b52d-b250909d14d8","Mekelle Martyrs Memorial Monument & Museum","both","Tigray","Mek'elē","mekelle","RESOLVED"
"810c6f17-ed36-4bc7-bef4-9af0082f5de2","Bete Maryam & Imperial Compound","both","Addis Ababa","Addis Ababa","addis ababa","RESOLVED"
"812db92e-8bc5-4ba1-aa6c-1f5a50495e53","Adwa Victory Memorial & Battlefields Museum","both","Tigray","Adwa","adwa","RESOLVED"
"828adfee-2dac-4c07-bd30-e0f392ea439c","Aira Rainforest Sanctuary","both","Oromia","Nekemte","wollega","RESOLVED"
"82aba8b1-2db2-4e2d-a571-714d5afee55b","Simien Mountains Ecology Center","city_only","Amhara","Debark","simien-mountains","RESOLVED"
"83381113-88e0-4b99-a696-5429844cbeca","Addis Ababa Railway Station Square (Lagahar)","both","Addis Ababa","Addis Ababa","addis ababa","RESOLVED"
"835093ea-45b9-4aa7-b2db-64933e21749b","Dallol Hydrothermal Geological Laboratory","city_only","Afar","Dallol","dallol","RESOLVED"
"83e79b66-f2d6-4aef-bc7b-78f8090042da","Lake Abbe Desolate Salt Chimneys & Ghost Town","city_only","Afar","Asaita","lake-abbe","RESOLVED"
"84cfd8ed-473b-42b3-9f1a-f106be9b0b5b","Lower Omo Valley Hamer Cultural Villages","both","South Ethiopia Regional State","Jinka","omo valley","RESOLVED"
"86bfa076-8fe0-4906-9393-c7b532ed92bb","Adama Science & Technology University Labs","both","Oromia","Adama","adama","RESOLVED"
"870dbcdd-f0e1-4ca5-b549-02e9b9430349","Entoto Kuriftu Resort & Spa Chalets","both","Addis Ababa","Addis Ababa","addis ababa","RESOLVED"
"8717e5d4-d053-438e-ab34-4f076e27b61f","Gidabo Reservoir Boating Pier","both","Sidama","Hawassa","gidabo","RESOLVED"
"875b32ea-050c-4fd2-b883-749a03f6646d","Konso Walled Settlements","city_only","South Ethiopia Regional State","Konso","konso","RESOLVED"
"87f36375-f6b3-4789-b379-de10e85bdc11","Maze National Park Valley","city_only","South Ethiopia Regional State","Sawla","maze","RESOLVED"
"87f84f43-33a6-42f8-8896-c33235bd2bb1","Choke Mountain Summit Stargazing Platform","city_only","Amhara","Debre Markos","choke-mountain","RESOLVED"
"8809f9f2-116f-4013-86a8-2c5a18175bda","Surma/Suri Cattle Encampments","both","South West Ethiopia Peoples","Mizan Aman","bench maji","RESOLVED"
"8852aefd-6716-4705-ade6-d70e40db9973","African Union Conference Center Concourse","both","Addis Ababa","Kirkos","african union","RESOLVED"
"885649e0-596c-4fc0-b81d-778d432372f5","Kiyaro Yoga & Forest Retreat","both","South West Ethiopia Peoples","Bonga","kafa","RESOLVED"
"8875723d-4573-45bf-9874-0ae1210d22f1","Lake Ziway Resort Wellness Grounds","both","Oromia","East Shewa","lake ziway","RESOLVED"
"892cbc79-6390-42d1-bd71-2ed79b378d1a","Woldiya Central Market","both","Amhara","Woldia","woldiya","RESOLVED"
"8956ca30-716e-4923-b7aa-61fd70fa671d","Dallol Hydrothermal Sulfur Fields","both","Afar","Dallol","danakil","RESOLVED"
"89ab6e9f-04fe-477b-95d7-c7c1c0e41884","Upper Awash Agro-Industry Citrus Orchards","both","Oromia","Awash","awash","RESOLVED"
"89b0fb74-c0f0-4cbc-8eab-43ca95b5268c","Hossaena City Hub","both","Central Ethiopia Regional State","Hosaina","hossaena","RESOLVED"
"8a2c9876-3d1d-4329-80cc-19e3e34cf107","Menz Guassa Community Lodge VIP Cabin","city_only","Amhara","North Shewa","guassa","RESOLVED"
"8ab6c3ad-4cc0-46b9-8163-aca350724db1","Lewi Resort Lake Promenade","both","Sidama","Hawassa","lewi resort","RESOLVED"
"8cd7d29e-ca5c-4c5d-9547-58b4d24745ff","Harenna Forest Canopy (Bale Monkeys & Black-and-White Colobus)","both","Oromia","Dinsho","harenna","RESOLVED"
"8dcb4a89-1e11-477e-adfc-cba608eccc66","Lake Ziway Island Public Dock","both","Oromia","East Shewa","lake ziway","RESOLVED"
"8dd89383-1d93-4358-9f05-75d34b5e5adc","Erta Ale Active Volcano & Lava Lake","city_only","Afar","Dallol","erta ale","RESOLVED"
"8e2d27ee-d1df-42eb-85d6-fd8b214bd966","Kafa Coffee Forests","both","South West Ethiopia Peoples","Bonga","kafa","RESOLVED"
"8e43f02f-24a3-47a8-ae88-2cae06889f34","Babile Elephant Sanctuary (Somali Elephants)","both","Somali","Jijiga","babile","RESOLVED"
"8e909beb-aa25-4342-881d-1faf0cd3cb30","Halala Kella Lodge Executive Retreat Center","both","South Ethiopia Regional State","Kindo Koysha","halala kella","RESOLVED"
"8f0ed152-8290-4805-98e9-e7cded62f931","Haile Resort Spa & Lakefront Retreat","both","South Ethiopia Regional State","Arba Minch","nechisar","RESOLVED"
"8f41c1ee-880f-4605-948d-d7151f570088","Konso Craft Villages & Woodcarving Outlets","city_only","South Ethiopia Regional State","Konso","konso","RESOLVED"
"8f8c7971-f9fa-4e30-bd73-2cfdde6d4cd6","Alem Bekagn Historical Prison Compound","both","Addis Ababa","Kirkos","alem bekagn","RESOLVED"
"9063a991-68a8-4abb-aa58-84e371147fbf","Lake Tana Island Monasteries (Ura Kidane Mehret, etc.)","city_only","Amhara","Bahir Dar Special Zone","lake-tana","RESOLVED"
"912c9319-94d0-4491-a362-a1aa2b995122","Bale Harenna Downhill Mountain Biking Trail","city_only","Oromia","Dinsho","harenna","RESOLVED"
"91b4d2c6-1baf-43f4-b20f-236de77fb168","Entoto Forest Reforestation Outposts","both","Addis Ababa","Gulale","entoto","RESOLVED"
"91dbff24-9719-448d-8429-56a2d907f9cf","Gishen Debre Kerbe","city_only","Amhara","Wollo","gishen","RESOLVED"
"91f5ec03-87e1-493a-adc9-d5432193b182","Mount Kundudo Plateau","both","Harar","Harar","mount kundudo","RESOLVED"
"92b7858d-63ae-40c4-8b8b-d7f22c2eed15","Konso Cultural Landscape & Terraces","city_only","South Ethiopia Regional State","Konso","konso","RESOLVED"
"93d40feb-ce2a-42b8-a1fa-176bd74f9488","Silte Agricultural Communities","both","Central Ethiopia Regional State","Worabe","worabe","RESOLVED"
"9476315f-86bd-4c97-aaf7-def273a2daaa","Entoto Park Complex","both","Addis Ababa","Gulale","entoto","RESOLVED"
"94812cd7-959b-4b3b-8045-77417362aa2b","Yeka Mikael Historic Unfinished Complex","both","Addis Ababa","Yeka","yeka mikael","RESOLVED"
"94869432-e851-4cea-b7db-939fa7be65b6","Kulubi Gabriel Church","both","Harar","Harar","hararghe","RESOLVED"
"94d5c37d-fa37-40a2-ab31-54ebcb67a3c5","Tut Fela Megalithic Site","both","South Ethiopia Regional State","Wolaita Sodo","tut fela","RESOLVED"
"94f57ddf-1897-4e4e-8c52-8b3a9c13bccf","Hadiya Traditional Homesteads","both","Central Ethiopia Regional State","Hosaina","hossaena","RESOLVED"
"9554eb6d-d648-47d0-b756-4988f68aed35","Sor Waterfall Forest Reserve","city_only","Oromia","Metu","sor-waterfall","RESOLVED"
"955e6d60-f49f-4c8d-b957-20f01cb2a2ef","Mago National Park (Buffaloes & Giraffes)","city_only","South Ethiopia Regional State","Jinka","mago","RESOLVED"
"95fec16c-2089-4eb1-bb40-3d7910f36919","Lake Abaya Red Lake Boat Excursions","both","South Ethiopia Regional State","Arba Minch","lake abaya","RESOLVED"
"96c55b56-44f3-4324-b389-ea53f6b35bc8","Gojjam Traditional Agrarian Homesteads","both","Amhara","Debre Markos","gojjam","RESOLVED"
"96d5b8bd-cbcc-423d-bd71-e1c7af28bebe","Mount Abuye Meda High-Altitude Trek","city_only","Amhara","North Shewa","menz-guassa","RESOLVED"
"979a23fe-2a2d-47a7-abae-dc2b33f33350","Yem Special Woreda Cultural Villages","both","South Ethiopia Regional State","Sawla","yem","RESOLVED"
"98488f14-3547-441e-89f0-77b416fdad3d","Kwegu Indigenous Fishing Villages","both","South Ethiopia Regional State","Jinka","lower omo","RESOLVED"
"985d43dc-05d4-43c9-9394-f0cb0a06c034","Gheralta Massif Free Solo/Climbing Routes","both","Tigray","Halah Gheralta","gheralta","RESOLVED"
"98c1ea10-4a2e-43bb-b9e2-013369decee7","Lake Besaka Quad Biking","both","Oromia","Metehara","lake besaka","RESOLVED"
"990bab76-f1d7-4a01-8cbf-95a413e5cf62","Doho Lodge & Thermal Springs Retreat","city_only","Afar","Awash","doho-lodge","RESOLVED"
"991aae19-c03d-463e-8972-7315ecc8ff17","Senkele Sanctuary (Swaynes Hartebeest)","both","Oromia","Wajira Hudo","hartebeest","RESOLVED"
"994caadf-34b4-425e-a463-f421f7789912","Sheka Rainforest Community Conservation Outposts","both","South West Ethiopia Peoples","Masha","sheka","RESOLVED"
"9965e3e8-94cd-47f5-a2cb-1f9b54a77425","Sof Omar Underground Cave Geomorphology Site","both","Oromia","Sof Omar","sof omar","RESOLVED"
"99e4f495-c8c9-4080-a4be-19a62d296698","Danakil Salt Flat Camel Caravans","city_only","Afar","Dallol","camel-caravan","RESOLVED"
"9a56505f-aa6c-483b-afbb-e357ef11b7ae","Mount Fentale Lava Fields","city_only","Oromia","Metehara","fentale","RESOLVED"
"9ae04c21-11f2-497e-ab55-0d70ea594866","Bora Crater Lake Expedition","both","Oromia","Bishoftu","bishoftu","RESOLVED"
"9af706fa-5816-450d-8b1d-0c0054c5703d","Winifred Thermal Retreat","both","Oromia","Ambo","ambo","RESOLVED"
"9b41010d-256d-49e3-a5d8-3274cbafac53","Ambo Mineral Stone Crafts Stalls","both","Oromia","Ambo","ambo","RESOLVED"
"9cf8629a-5d09-4add-9bee-8d89ce0f44cc","Asheten Maryam Monastery","both","Amhara","Lalibela","lalibela","RESOLVED"
"9d095ae9-630c-4366-a967-537dd17b1062","Lake Langano Sunset over Golden Waters","city_only","Oromia","Langano","langano","RESOLVED"
"9d5f8831-95c6-4402-bb6d-e5d2d51a4fbd","Fejej Paleontological Site","both","South Ethiopia Regional State","Jinka","south omo","RESOLVED"
"9db1e1d4-5ba2-4000-93ac-a0a0d2a5c195","Church of Our Lady Mary of Zion (Arc of the Covenant)","both","Tigray","Axum","axum","RESOLVED"
"9e43ef47-9766-48de-a223-dbb837559cda","Yeha Archaeological Museum","city_only","Tigray","Yeha","yeha-museum","RESOLVED"
"9f077fc3-adef-4f23-aa41-eec7ed8b126a","Ankober Escarpment (Ankober Serin Spotting)","both","Amhara","Ankober","ankober","RESOLVED"
"9f2b1214-5912-4aa3-baf1-cde511a0f0fc","Tulu Moye Geothermal Retreat Zone","city_only","Oromia","Arsi Negelle","geothermal","RESOLVED"
"9fc01cc9-3dc5-4a9e-9dbf-02200bcee829","Sheka Forest Biodiversity Research Center","both","South West Ethiopia Peoples","Masha","sheka","RESOLVED"
"9fd98183-74ba-4250-b0fc-7c931db0acd7","Grand Resort & Spa Flat Gardens","both","Amhara","Bahir Dar","grand resort","RESOLVED"
"a1ef5df7-cce4-45d0-ba46-7f308e494537","Lake Boyo Wetlands (Cranes & Waterfowl)","both","South Ethiopia Regional State","Sawla","lake boyo","RESOLVED"
"a36e1261-f724-4624-a1c2-3052f5045f9b","Dorze Bamboo Elephant Houses & Weaving Village","both","South Ethiopia Regional State","Chencha","chencha","RESOLVED"
"a4590c74-818e-4c5d-b77a-f0d086057790","Golden Tulip Hotel Meeting Halls","both","Addis Ababa","Bole","golden tulip","RESOLVED"
"a584404f-6bdc-4509-b15b-f3849b06d125","Planet Hotel Wellness Center","both","Tigray","Mek'elē","mekelle","RESOLVED"
"a5df60e9-c2d9-4a85-bf82-f339274cab73","Omo River Delta Boat Safaris","both","South Ethiopia Regional State","Omorate","dassanech","RESOLVED"
"a64316d3-1e4b-4c96-b429-3998b8e8d0d9","Liben Plains (Endemic Sidamo Lark Spotting)","both","Oromia","Yabēlo","liben-plains","RESOLVED"
"a69a4f2a-a69b-4d64-837c-5bf3eedd0c69","Tana Qirqos Island Boat Access Point","city_only","Amhara","Bahir Dar Special Zone","tana-qirqos","RESOLVED"
"a69cdcf8-67e2-4923-82db-a3e87eef84a3","Abijatta-Shalla Lakes National Park (Flamingos & Waterbirds)","city_only","Oromia","Arsi Negelle","rift-valley","RESOLVED"
"a6d4fa71-f780-48c5-a115-162a08f816ca","Dallol Hydrothermal Fields","city_only","Afar","Dallol","dallol","RESOLVED"
"a739aaa5-5c63-489e-b0de-d4432dc62de7","Nyangatom Community Villages","both","South Ethiopia Regional State","Omorate","nyangatom","RESOLVED"
"a86ee5bc-cd7e-4a91-9f3e-7af4e40039d1","Choke Mountain High-Altitude Running Circuit","city_only","Amhara","Debre Markos","choke mountain","RESOLVED"
"a8f499a1-073c-4219-92ae-7e4a4ebdea65","Gedeo Sacred Cultural Landscape","both","South Ethiopia Regional State","Yirga Cheffe","gedeo","RESOLVED"
"a9666c25-4c4b-4bdf-abd6-95ca09b2891f","Chebera Churchura Wild Elephant Herds","city_only","South West Ethiopia Peoples","Bonga","chebera-churchura","RESOLVED"
"a9dffab7-8c8d-417c-8a30-4e5dbdc067ce","Harar Jugol Walled City","both","Harar","Harar","harar","RESOLVED"
"aa0ffa48-cede-4d4c-999d-1fa870f9141c","Konso Walled Terraces Panorama","city_only","South Ethiopia Regional State","Konso","konso","RESOLVED"
"aa6c0945-3928-4d30-afd3-651362c8152d","Bole Ambassader Public Promenade","both","Addis Ababa","Bole","bole ambassader","RESOLVED"
"aa7db2b3-e978-40ef-a447-af33678cf9f5","Lake Shalla Deep Water Boating Access","city_only","Oromia","Arsi Negelle","shalla","RESOLVED"
"abad81e9-d84c-4846-b88c-ab64a36b4327","Konso Paleontological Site","city_only","South Ethiopia Regional State","Konso","konso","RESOLVED"
"abce70c4-d1f2-4ed5-bfd9-b63ffcc199e0","Gurage Cultural Enset (False Banana) Homesteads","both","Central Ethiopia Regional State","Welkite","gurage","RESOLVED"
"aca6e86c-fb19-4fe4-b441-3791249ebde2","Entoto Maryam Church","both","Addis Ababa","Gulale","mount entoto","RESOLVED"
"acf09791-c56d-4e12-b883-14bbcf964393","Karamara War Memorial Park","both","Somali","Jijiga","jijiga","RESOLVED"
"ad3b739a-efe0-428e-abbc-fd39480657dc","Awash National Park (Beisa Oryx & Anubis Baboons)","both","Oromia","Awash","awash national","RESOLVED"
"ad62ee0f-0424-4851-a1d7-5c32903add84","Mekelle Planet Resort Sports Facilities","both","Tigray","Mek'elē","mekelle","RESOLVED"
"ae586ea6-be22-47cb-a0b6-79775802dc87","Mount Abuye Meda Dark-Sky Outpost","city_only","Amhara","North Shewa","abuye-meda","RESOLVED"
"aed683d3-0307-4abb-98f3-a8e25645aa21","Lake Koka Dam Boating Launch","both","Oromia","Adama","koka dam","RESOLVED"
"af7bb4ed-fff5-4e06-b5da-fc329d82d1fe","Wonchi Crater Lake Wellness Lodge","both","Oromia","Wenchi","wonchi","RESOLVED"
"afca8363-2f78-4c8e-91cf-afe3abfab5bb","Haile Grand Addis Ababa Luxury Suites","both","Addis Ababa","Addis Ababa","addis ababa","RESOLVED"
"affd4889-de6c-4dd1-aa73-05087cb2537f","Ethio-American Doctors Hospital Complex","both","Addis Ababa","Bole","ethio-american","RESOLVED"
"b03d1698-6c76-41fa-a74d-29805896d22f","Wolisso Hot Springs Waterfall Streams","both","Oromia","Waliso","wolisso","RESOLVED"
"b044136b-5159-4c41-8d0f-f205bafc2af9","Bole Fawkner / City Tennis & Sports Clubs","both","Addis Ababa","Bole","bole fawkner","RESOLVED"
"b0593f5d-c975-467a-8583-b01faf1afd22","Marriott Executive Apartments Business Hub","both","Addis Ababa","Kirkos","marriott executive","RESOLVED"
"b14ecf8a-6df7-4193-85e5-28ced46f78aa","Raya Azebo Commercial Agro-Farms","both","Afar","Semera","raya azebo","RESOLVED"
"b1693eaa-a9a5-4e24-8d9b-f6cbf55415ad","Kera Leather Market Zone","both","Addis Ababa","Kirkos","kera","RESOLVED"
"b1a65bc3-e022-4324-aca5-cb2fd04db0c9","Sidama Yirgalem Coffee Estates & Tasting Circuit","both","Sidama","Irgalem","irgalem","RESOLVED"
"b23868c7-7502-47f0-b40e-465c1581a15d","Wondo Genet Natural Thermal Spa","both","Sidama","Wondo Genet","wondo genet","RESOLVED"
"b2389ebb-016a-4235-9ea5-93a8fee8b962","United Nations Conference Centre (UNCC-ECA)","both","Addis Ababa","Addis Ababa","addis ababa","RESOLVED"
"b23d5681-12bb-488c-b0ba-9dc07402bb6f","Intercontinental Addis Business Center","both","Addis Ababa","Kirkos","kazanchis","RESOLVED"
"b2719832-bb7c-4ad6-924d-2fd7cd4783aa","Mount Menagesha Peak Hike","both","Oromia","Menagesha","menagesha","RESOLVED"
"b2cc4241-dbb0-4484-a7f0-0081725bec7b","Wolayta Cultural Village Centers","both","South Ethiopia Regional State","Wolaita Sodo","wolayta","RESOLVED"
"b474cb05-04e1-4512-bd7b-3383bafff91d","Mount Karayu Lava Tube Caving","both","Oromia","Metehara","fantale","RESOLVED"
